,Date,Class
1238,2015-10-23,0
1239,2015-10-22,0
1240,2015-10-22,0
1241,2015-10-22,0
1242,2015-10-22,0
1243,2015-10-22,0
1244,2015-10-22,0
1245,2015-10-22,0
1246,2015-10-22,1
1247,2015-10-22,0
1248,2015-10-22,0
1249,2015-10-22,0
1250,2015-10-22,0
1251,2015-10-22,0
1252,2015-10-22,0
1253,2015-10-21,0
1254,2015-10-21,0
1255,2015-10-21,0
1256,2015-10-21,1
1257,2015-10-20,0
1258,2015-10-20,1
1259,2015-10-20,0
1260,2015-10-19,0
1261,2015-10-19,0
1262,2015-10-19,0
1263,2015-10-19,0
1264,2015-10-19,0
1265,2015-10-17,0
1266,2015-10-16,0
1267,2015-10-16,0
1268,2015-10-16,0
1269,2015-10-15,0
1270,2015-10-13,0
1271,2015-10-13,1
1272,2015-10-09,0
1273,2015-10-07,0
1274,2015-10-07,0
1275,2015-10-06,1
1276,2015-10-06,-1
1277,2015-10-02,1
1278,2015-10-01,0
1279,2015-10-01,0
1280,2015-10-01,1
1281,2015-09-30,0
1282,2015-09-30,0
1283,2015-09-29,-1
1284,2015-09-29,0
1285,2015-09-29,0
1286,2015-09-29,0
1287,2015-09-29,1
1288,2015-09-29,0
1289,2015-09-28,0
1290,2015-09-28,0
1291,2015-09-28,0
1292,2015-09-28,1
1293,2015-09-28,1
1294,2015-09-28,0
1295,2015-09-22,0
1296,2015-09-19,0
1297,2015-09-18,0
1298,2015-09-17,1
1299,2015-09-17,1
1300,2015-09-17,1
1301,2015-09-17,1
1302,2015-09-17,1
1303,2015-09-17,1
1304,2015-09-17,1
1305,2015-09-17,0
1306,2015-09-17,0
1307,2015-09-16,1
1308,2015-09-16,0
1309,2015-09-16,0
1310,2015-09-16,1
1311,2015-09-16,0
1312,2015-09-15,1
1313,2015-09-15,1
1314,2015-09-15,0
1315,2015-09-14,0
1316,2015-09-12,0
1317,2015-09-11,0
1318,2015-09-11,0
1319,2015-09-11,0
1320,2015-09-11,0
1321,2015-09-11,0
1322,2015-09-11,1
1323,2015-09-11,1
1324,2015-09-11,0
1325,2015-09-09,0
1326,2015-09-09,0
1327,2015-09-09,0
1328,2015-09-08,0
1329,2015-09-08,0
1330,2015-09-08,1
1331,2015-09-08,0
1332,2015-09-08,0
1333,2015-09-08,1
1334,2015-09-07,1
1335,2015-09-05,0
1336,2015-09-04,1
1337,2015-09-04,0
1338,2015-09-04,1
1339,2015-09-04,1
1340,2015-09-04,1
1341,2015-09-04,0
1342,2015-09-04,1
1343,2015-09-04,1
1344,2015-09-03,0
1345,2015-09-03,0
1346,2015-09-01,-1
1347,2015-09-01,-1
1348,2015-09-01,-1
1349,2015-09-01,-1
1350,2015-09-01,-1
1351,2015-09-01,-1
1352,2015-09-01,-1
1353,2015-09-01,1
1354,2015-09-01,0
1355,2015-09-01,0
1356,2015-09-01,0
1357,2015-09-01,0
1358,2015-08-29,0
1359,2015-08-28,0
1360,2015-08-27,0
1361,2015-08-25,0
1362,2015-08-25,0
1363,2015-08-21,0
1364,2015-08-21,0
1365,2015-08-21,0
1366,2015-08-21,0
1367,2015-08-20,0
1368,2015-08-19,0
1369,2015-08-18,0
1370,2015-08-17,-1
1371,2015-08-17,-1
1372,2015-08-15,0
1373,2015-08-14,0
1374,2015-08-13,1
1375,2015-08-12,0
1376,2015-08-07,0
1377,2015-08-06,0
1378,2015-08-06,0
1379,2015-08-05,0
1380,2015-08-05,0
1381,2015-08-05,0
1382,2015-08-05,0
1383,2015-08-04,0
1384,2015-08-04,1
1385,2015-08-04,0
1386,2015-08-03,1
1387,2015-08-03,1
1388,2015-08-01,0
1389,2015-07-31,-1
1390,2015-07-31,0
1391,2015-07-31,0
1392,2015-07-31,0
1393,2015-07-30,-1
1394,2015-07-29,-1
1395,2015-07-29,0
1396,2015-07-28,-1
1397,2015-07-27,0
1398,2015-07-27,0
1399,2015-07-25,0
1400,2015-07-23,0
1401,2015-07-22,0
1402,2015-07-22,0
1403,2015-07-22,0
1404,2015-07-22,0
1405,2015-07-21,0
1406,2015-07-21,0
1407,2015-07-21,0
1408,2015-07-21,0
1409,2015-07-21,0
1410,2015-07-21,0
1411,2015-07-21,0
1412,2015-07-21,0
1413,2015-07-21,0
1414,2015-07-21,0
1415,2015-07-21,0
1416,2015-07-21,0
1417,2015-07-21,1
1418,2015-07-20,0
1419,2015-07-20,0
1420,2015-07-19,1
1421,2015-07-17,0
1422,2015-07-16,0
1423,2015-07-16,0
1424,2015-07-15,0
1425,2015-07-15,0
1426,2015-07-13,0
1427,2015-07-13,0
1428,2015-07-13,1
1429,2015-07-13,0
1430,2015-07-08,0
1431,2015-07-08,0
1432,2015-07-08,0
1433,2015-07-08,0
1434,2015-07-08,0
1435,2015-07-08,-1
1436,2015-07-08,0
1437,2015-07-08,-1
1438,2015-07-07,1
1439,2015-07-07,0
1440,2015-07-07,0
1441,2015-07-04,0
1442,2015-07-02,0
1443,2015-07-02,0
1444,2015-07-01,-1
1445,2015-07-01,0
1446,2015-06-30,0
1447,2015-06-30,1
1448,2015-06-30,1
1449,2015-06-29,0
1450,2015-06-29,0
1451,2015-06-29,0
1452,2015-06-29,1
1453,2015-06-29,0
1454,2015-06-29,0
1455,2015-06-29,0
1456,2015-06-28,0
1457,2015-06-26,-1
1458,2015-06-25,0
1459,2015-06-24,0
1460,2015-06-18,-1
1461,2015-06-18,0
1462,2015-06-17,0
1463,2015-06-17,0
1464,2015-06-17,0
1465,2015-06-16,0
1466,2015-06-15,0
1467,2015-06-15,0
1468,2015-06-12,0
1469,2015-06-12,0
1470,2015-06-12,0
1471,2015-06-12,0
1472,2015-06-11,1
1473,2015-06-10,1
1474,2015-06-10,0
1475,2015-06-10,0
1476,2015-06-09,1
1477,2015-06-09,0
1478,2015-06-04,1
1479,2015-06-04,0
1480,2015-06-04,1
1481,2015-06-04,1
1482,2015-06-04,1
1483,2015-06-04,0
1484,2015-06-04,1
1485,2015-06-04,1
1486,2015-06-04,0
1487,2015-06-03,0
1488,2015-06-03,0
1489,2015-06-03,0
1490,2015-06-03,0
1491,2015-06-03,0
1492,2015-06-03,0
1493,2015-06-03,0
1494,2015-06-02,1
1495,2015-06-02,0
1496,2015-06-01,1
1497,2015-06-01,0
1498,2015-06-01,0
1499,2015-05-27,0
1500,2015-06-02,0
1501,2015-06-02,1
1502,2015-06-02,0
1503,2015-06-01,1
1504,2015-06-01,-1
1505,2015-06-01,0
1506,2015-06-01,0
1507,2015-05-27,0
1508,2015-05-27,0
1509,2015-05-22,0
1510,2015-05-22,0
1511,2015-05-22,0
1512,2015-05-22,0
1513,2015-05-21,0
1514,2015-05-20,-1
1515,2015-05-20,0
1516,2015-05-20,0
1517,2015-05-19,-1
1518,2015-05-19,0
1519,2015-05-18,0
1520,2015-05-18,-1
1521,2015-05-18,-1
1522,2015-05-18,-1
1523,2015-05-16,0
1524,2015-05-15,0
1525,2015-05-15,0
1526,2015-05-13,1
1527,2015-05-11,0
1528,2015-05-09,0
1529,2015-05-08,0
1530,2015-05-08,0
1531,2015-05-07,0
1532,2015-05-06,0
1533,2015-05-06,0
1534,2015-05-05,0
1535,2015-05-05,1
1536,2015-05-04,0
1537,2015-05-04,-1
1538,2015-05-04,0
1539,2015-05-02,0
1540,2015-05-01,0
1541,2015-05-01,0
1542,2015-05-01,0
1543,2015-04-30,0
1544,2015-04-30,0
1545,2015-04-30,0
1546,2015-04-30,0
1547,2015-04-29,0
1548,2015-04-29,0
1549,2015-04-29,0
1550,2015-04-29,0
1551,2015-04-29,0
1552,2015-04-28,-1
1553,2015-04-27,0
1554,2015-04-27,0
1555,2015-04-25,0
1556,2015-04-24,0
1557,2015-04-24,1
1558,2015-04-24,0
1559,2015-04-23,0
1560,2015-04-23,0
1561,2015-04-23,0
1562,2015-04-23,0
1563,2015-04-23,0
1564,2015-04-23,0
1565,2015-04-23,0
1566,2015-04-23,0
1567,2015-04-23,0
1568,2015-04-23,0
1569,2015-04-23,0
1570,2015-04-23,0
1571,2015-04-21,0
1572,2015-04-20,0
1573,2015-04-16,1
1574,2015-04-15,0
1575,2015-04-15,0
1576,2015-04-15,0
1577,2015-04-15,0
1578,2015-04-15,0
1579,2015-04-15,1
1580,2015-04-15,0
1581,2015-04-15,0
1582,2015-04-14,1
1583,2015-04-13,0
1584,2015-04-13,0
1585,2015-04-13,0
1586,2015-04-12,0
1587,2015-04-12,0
1588,2015-04-12,0
1589,2015-04-12,0
1590,2015-04-11,0
1591,2015-04-07,0
1592,2015-04-07,0
1593,2015-04-07,0
1594,2015-04-06,1
1595,2015-04-04,0
1596,2015-04-01,0
1597,2015-03-31,0
1598,2015-03-31,1
1599,2015-03-31,0
1600,2015-03-30,0
1601,2015-03-30,0
1602,2015-03-30,0
1603,2015-03-30,0
1604,2015-03-27,0
1605,2015-03-26,0
1606,2015-03-25,0
1607,2015-03-23,1
1608,2015-03-23,1
1609,2015-03-21,0
1610,2015-03-19,0
1611,2015-03-19,0
1612,2015-03-19,0
1613,2015-03-18,0
1614,2015-03-18,0
1615,2015-03-18,0
1616,2015-03-17,0
1617,2015-03-17,0
1618,2015-03-16,0
1619,2015-03-16,0
1620,2015-03-16,-1
1621,2015-03-15,0
1622,2015-03-14,0
1623,2015-03-13,0
1624,2015-03-13,0
1625,2015-03-13,0
1626,2015-03-13,0
1627,2015-03-12,0
1628,2015-03-10,1
1629,2015-03-06,0
1630,2015-03-06,0
1631,2015-03-04,0
1632,2015-03-04,0
1633,2015-03-03,-1
1634,2015-03-03,-1
1635,2015-03-03,-1
1636,2015-03-03,-1
1637,2015-03-02,0
1638,2015-03-02,0
1639,2015-03-02,0
1640,2015-03-01,0
1641,2015-02-26,0
1642,2015-02-24,0
1643,2015-02-19,0
1644,2015-02-18,0
1645,2015-02-18,0
1646,2015-02-18,-1
1647,2015-02-12,0
1648,2015-02-12,1
1649,2015-02-11,0
1650,2015-02-11,0
1651,2015-02-11,1
1652,2015-02-11,0
1653,2015-02-11,0
1654,2015-02-10,0
1655,2015-02-10,0
1656,2015-02-09,0
1657,2015-02-09,0
1658,2015-02-09,0
1659,2015-02-09,-1
1660,2015-02-09,0
1661,2015-02-09,0
1662,2015-02-09,0
1663,2015-02-09,0
1664,2015-02-09,0
1665,2015-02-06,-1
1666,2015-02-05,-1
1667,2015-02-05,-1
1668,2015-02-04,1
1669,2015-02-04,1
1670,2015-02-04,-1
1671,2015-02-04,0
1672,2015-02-03,-1
1673,2015-02-02,1
1674,2015-02-02,0
1675,2015-02-02,1
1676,2015-02-02,1
1677,2015-02-02,1
1678,2015-02-02,0
1679,2015-02-02,0
1680,2015-02-02,1
1681,2015-02-02,-1
1682,2015-02-02,1
1683,2015-02-02,0
1684,2015-02-01,0
1685,2015-01-31,0
1686,2015-01-30,-1
1687,2015-01-29,1
1688,2015-01-29,0
1689,2015-01-29,-1
1690,2015-01-27,0
1691,2015-01-27,-1
1692,2015-01-27,0
1693,2015-01-27,1
1694,2015-01-27,-1
1695,2015-01-27,-1
1696,2015-01-27,-1
1697,2015-01-27,0
1698,2015-01-27,0
1699,2015-01-27,0
1700,2015-01-27,0
1701,2015-01-27,0
1702,2015-01-26,0
1703,2015-01-26,0
1704,2015-01-26,0
1705,2015-01-26,0
1706,2015-01-26,0
1707,2015-01-26,0
1708,2015-01-26,0
1709,2015-01-26,0
1710,2015-01-26,0
1711,2015-01-26,0
1712,2015-01-26,0
1713,2015-01-25,1
1714,2015-01-24,0
1715,2015-01-24,0
1716,2015-01-23,1
1717,2015-01-23,0
1718,2015-01-22,0
1719,2015-01-22,0
1720,2015-01-22,0
1721,2015-01-22,0
1722,2015-01-22,0
1723,2015-01-22,0
1724,2015-01-22,0
1725,2015-01-22,0
1726,2015-01-21,0
1727,2015-01-21,0
1728,2015-01-21,1
1729,2015-01-20,0
1730,2015-01-20,1
1731,2015-01-19,0
1732,2015-01-19,0
1733,2015-01-16,0
1734,2015-01-15,1
1735,2015-01-14,0
1736,2015-01-14,0
1737,2015-01-14,1
1738,2015-01-14,0
1739,2015-01-14,0
1740,2015-01-14,0
1741,2015-01-14,0
1742,2015-01-12,0
1743,2015-01-12,0
1744,2015-01-12,0
1745,2015-01-07,0
1746,2015-01-05,0
1747,2015-01-05,0
1748,2015-01-05,0
1749,2015-01-05,0
1750,2015-01-05,0
1751,2015-01-03,0
1752,2014-12-31,0
1753,2014-12-25,0
1754,2014-12-25,0
1755,2014-12-25,0
1756,2014-12-23,0
1757,2014-12-23,0
1758,2014-12-22,0
1759,2014-12-19,0
1760,2014-12-19,0
1761,2014-12-19,0
1762,2014-12-16,1
1763,2014-12-16,0
1764,2014-12-12,0
1765,2014-12-12,0
1766,2014-12-12,0
1767,2014-12-12,0
1768,2014-12-12,0
1769,2014-12-11,1
1770,2014-12-10,0
1771,2014-12-10,0
1772,2014-12-09,0
1773,2014-12-05,-1
1774,2014-12-04,0
1775,2014-12-04,0
1776,2014-12-04,1
1777,2014-12-03,1
1778,2014-12-03,1
1779,2014-12-03,0
1780,2014-12-03,1
1781,2014-12-03,1
1782,2014-12-03,1
1783,2014-12-03,0
1784,2014-12-03,1
1785,2014-12-03,0
1786,2014-12-03,1
1787,2014-12-03,1
1788,2014-12-03,0
1789,2014-12-03,0
1790,2014-12-02,1
1791,2014-12-01,0
1792,2014-12-01,1
1793,2014-12-01,0
1794,2014-12-01,1
1795,2014-12-01,0
1796,2014-11-26,1
1797,2014-11-24,-1
1798,2014-11-20,0
1799,2014-11-19,0
1800,2014-11-18,0
1801,2014-11-18,0
1802,2014-11-18,0
1803,2014-11-18,0
1804,2014-11-15,0
1805,2014-11-14,0
1806,2014-11-14,0
1807,2014-11-14,1
1808,2014-11-13,0
1809,2014-11-13,0
1810,2014-11-13,1
1811,2014-11-12,1
1812,2014-11-12,0
1813,2014-11-12,0
1814,2014-11-11,0
1815,2014-11-11,0
1816,2014-11-11,0
1817,2014-11-11,0
1818,2014-11-11,0
1819,2014-11-11,0
1820,2014-11-10,0
1821,2014-11-10,0
1822,2014-11-10,0
1823,2014-11-06,0
1824,2014-11-05,0
1825,2014-11-04,0
1826,2014-11-04,0
1827,2014-11-04,-1
1828,2014-11-04,-1
1829,2014-11-04,0
1830,2014-11-04,0
1831,2014-11-04,0
1832,2014-11-03,-1
1833,2014-10-31,-1
1834,2014-10-30,-1
1835,2014-10-29,1
1836,2014-10-29,0
1837,2014-10-29,1
1838,2014-10-29,-1
1839,2014-10-29,-1
1840,2014-10-29,0
1841,2014-10-29,0
1842,2014-10-28,-1
1843,2014-10-28,-1
1844,2014-10-28,0
1845,2014-10-28,0
1846,2014-10-28,0
1847,2014-10-28,0
1848,2014-10-28,0
1849,2014-10-24,0
1850,2014-10-24,1
1851,2014-10-24,1
1852,2014-10-24,0
1853,2014-10-23,0
1854,2014-10-23,0
1855,2014-10-23,0
1856,2014-10-23,0
1857,2014-10-23,0
1858,2014-10-23,0
1859,2014-10-23,0
1860,2014-10-23,0
1861,2014-10-23,0
1862,2014-10-23,0
1863,2014-10-23,0
1864,2014-10-23,0
1865,2014-10-23,0
1866,2014-10-23,0
1867,2014-10-22,0
1868,2014-10-22,0
1869,2014-10-21,0
1870,2014-10-21,0
1871,2014-10-21,0
1872,2014-10-21,0
1873,2014-10-21,0
1874,2014-10-21,0
1875,2014-10-20,0
1876,2014-10-20,0
1877,2014-10-20,0
1878,2014-10-20,0
1879,2014-10-19,0
1880,2014-10-19,1
1881,2014-10-16,0
1882,2014-10-15,0
1883,2014-10-15,0
1884,2014-10-14,0
1885,2014-10-13,0
1886,2014-10-09,0
1887,2014-10-09,0
1888,2014-10-09,0
1889,2014-10-09,0
1890,2014-10-09,0
1891,2014-10-08,-1
1892,2014-10-08,-1
1893,2014-10-07,1
1894,2014-10-06,0
1895,2014-10-03,0
1896,2014-10-03,0
1897,2014-10-02,0
1898,2014-10-02,0
1899,2014-10-02,0
1900,2014-10-01,0
1901,2014-10-01,0
1902,2014-10-01,0
1903,2014-09-30,0
1904,2014-09-30,-1
1905,2014-09-30,0
1906,2014-09-30,1
1907,2014-09-30,1
1908,2014-09-29,0
1909,2014-09-29,0
1910,2014-09-28,0
1911,2014-09-28,0
1912,2014-09-26,0
1913,2014-09-24,0
1914,2014-09-24,0
1915,2014-09-23,0
1916,2014-09-23,1
1917,2014-09-22,1
1918,2014-09-22,1
1919,2014-09-21,1
1920,2014-09-19,1
1921,2014-09-19,1
1922,2014-09-19,1
1923,2014-09-19,1
1924,2014-09-19,1
1925,2014-09-19,1
1926,2014-09-19,1
1927,2014-09-18,-1
1928,2014-09-17,0
1929,2014-09-16,1
1930,2014-09-16,1
1931,2014-09-16,0
1932,2014-09-16,0
1933,2014-09-15,1
1934,2014-09-15,0
1935,2014-09-15,1
1936,2014-09-15,0
1937,2014-09-14,0
1938,2014-09-12,0
1939,2014-09-12,0
1940,2014-09-12,0
1941,2014-09-10,1
1942,2014-09-10,0
1943,2014-09-10,1
1944,2014-09-09,0
1945,2014-09-09,1
1946,2014-09-05,-1
1947,2014-09-05,0
1948,2014-09-04,0
1949,2014-09-04,0
1950,2014-09-04,0
1951,2014-09-04,0
1952,2014-09-04,0
1953,2014-09-04,0
1954,2014-09-03,-1
1955,2014-09-03,1
1956,2014-09-03,0
1957,2014-09-03,-1
1958,2014-09-03,-1
1959,2014-09-03,-1
1960,2014-09-03,-1
1961,2014-09-03,-1
1962,2014-09-03,-1
1963,2014-09-03,1
1964,2014-09-03,0
1965,2014-09-02,1
1966,2014-08-27,-1
1967,2014-08-26,0
1968,2014-08-26,0
1969,2014-08-26,0
1970,2014-08-25,0
1971,2014-08-21,0
1972,2014-08-20,1
1973,2014-08-20,0
1974,2014-08-20,1
1975,2014-08-20,1
1976,2014-08-20,1
1977,2014-08-20,0
1978,2014-08-20,1
1979,2014-08-20,1
1980,2014-08-20,1
1981,2014-08-20,1
1982,2014-08-20,1
1983,2014-08-19,0
1984,2014-08-19,0
1985,2014-08-18,1
1986,2014-08-15,0
1987,2014-08-15,0
1988,2014-08-15,0
1989,2014-08-15,0
1990,2014-08-14,0
1991,2014-08-14,0
1992,2014-08-11,0
1993,2014-08-11,0
1994,2014-08-11,0
1995,2014-08-11,0
1996,2014-08-11,0
1997,2014-08-11,0
1998,2014-08-11,0
1999,2014-07-31,-1
2000,2014-07-31,0
2001,2014-07-31,0
2002,2014-07-30,0
2003,2014-07-30,-1
2004,2014-07-30,1
2005,2014-07-30,1
2006,2014-07-29,-1
2007,2014-07-29,-1
2008,2014-07-29,-1
2009,2014-07-29,0
2010,2014-07-29,0
2011,2014-07-29,0
2012,2014-07-28,-1
2013,2014-07-28,0
2014,2014-07-28,0
2015,2014-07-28,0
2016,2014-07-28,0
2017,2014-07-28,-1
2018,2014-07-28,-1
2019,2014-07-28,1
2020,2014-07-28,0
2021,2014-07-24,0
2022,2014-07-24,0
2023,2014-07-24,0
2024,2014-07-23,0
2025,2014-07-23,0
2026,2014-07-23,0
2027,2014-07-23,0
2028,2014-07-23,0
2029,2014-07-23,0
2030,2014-07-23,1
2031,2014-07-23,0
2032,2014-07-23,0
2033,2014-07-22,1
2034,2014-07-22,0
2035,2014-07-22,0
2036,2014-07-22,0
2037,2014-07-22,0
2038,2014-07-22,0
2039,2014-07-22,0
2040,2014-07-22,1
2041,2014-07-22,0
2042,2014-07-17,0
2043,2014-07-17,0
2044,2014-07-17,0
2045,2014-07-17,0
2046,2014-07-17,-1
2047,2014-07-17,0
2048,2014-07-17,0
2049,2014-07-16,-1
2050,2014-07-16,0
2051,2014-07-15,0
2052,2014-07-15,0
2053,2014-07-15,0
2054,2014-07-15,0
2055,2014-07-15,1
2056,2014-07-15,1
2057,2014-07-15,0
2058,2014-07-15,0
2059,2014-07-15,1
2060,2014-07-15,0
2061,2014-07-14,-1
2062,2014-07-14,0
2063,2014-07-14,0
2064,2014-07-14,0
2065,2014-07-14,0
2066,2014-07-14,0
2067,2014-07-14,1
2068,2014-07-11,1
2069,2014-07-10,0
2070,2014-07-10,0
2071,2014-07-10,0
2072,2014-07-09,0
2073,2014-07-08,0
2074,2014-07-08,0
2075,2014-07-08,0
2076,2014-07-03,1
2077,2014-07-03,0
2078,2014-07-02,1
2079,2014-07-02,0
2080,2014-07-02,0
2081,2014-07-02,0
2082,2014-07-02,0
2083,2014-07-01,-1
2084,2014-07-01,0
2085,2014-06-30,0
2086,2014-06-29,0
2087,2014-06-29,0
2088,2014-06-27,0
2089,2014-06-27,0
2090,2014-06-27,0
2091,2014-06-26,1
2092,2014-06-26,1
2093,2014-06-26,1
2094,2014-06-26,1
2095,2014-06-25,0
2096,2014-06-25,0
2097,2014-06-25,0
2098,2014-06-25,0
2099,2014-06-24,1
2100,2014-06-24,0
2101,2014-06-24,0
2102,2014-06-24,0
2103,2014-06-24,0
2104,2014-06-24,1
2105,2014-06-23,0
2106,2014-06-23,0
2107,2014-06-18,-1
2108,2014-06-18,0
2109,2014-06-17,0
2110,2014-06-17,1
2111,2014-06-17,0
2112,2014-06-17,0
2113,2014-06-17,0
2114,2014-06-17,0
2115,2014-06-13,0
2116,2014-06-13,0
2117,2014-06-13,0
2118,2014-06-12,1
2119,2014-06-12,0
2120,2014-06-12,0
2121,2014-06-12,0
2122,2014-06-12,0
2123,2014-06-11,0
2124,2014-06-11,0
2125,2014-06-10,1
2126,2014-06-10,0
2127,2014-06-10,1
2128,2014-06-10,0
2129,2014-06-09,0
2130,2014-06-09,0
2131,2014-06-09,0
2132,2014-06-05,0
2133,2014-06-05,0
2134,2014-06-05,1
2135,2014-06-04,0
2136,2014-06-04,-1
2137,2014-06-04,0
2138,2014-06-03,0
2139,2014-06-03,0
2140,2014-06-03,0
2141,2014-06-03,0
2142,2014-06-03,0
2143,2014-06-02,0
2144,2014-06-02,0
2145,2014-05-29,1
2146,2014-05-29,1
2147,2014-05-29,1
2148,2014-05-29,0
2149,2014-05-29,0
2150,2014-05-28,1
2151,2014-05-28,1
2152,2014-05-28,0
2153,2014-05-28,1
2154,2014-05-27,-1
2155,2014-05-27,0
2156,2014-05-27,0
2157,2014-05-21,0
2158,2014-05-20,1
2159,2014-05-20,1
2160,2014-05-20,0
2161,2014-05-20,1
2162,2014-05-20,0
2163,2014-05-20,1
2164,2014-05-20,1
2165,2014-05-20,1
2166,2014-05-20,1
2167,2014-05-20,1
2168,2014-05-20,0
2169,2014-05-20,0
2170,2014-05-20,0
2171,2014-05-20,0
2172,2014-05-20,0
2173,2014-05-19,0
2174,2014-05-19,0
2175,2014-05-19,0
2176,2014-05-16,-1
2177,2014-05-15,0
2178,2014-05-15,1
2179,2014-05-14,0
2180,2014-05-14,0
2181,2014-05-14,0
2182,2014-05-13,0
2183,2014-05-13,0
2184,2014-05-13,1
2185,2014-05-13,0
2186,2014-05-12,0
2187,2014-05-12,1
2188,2014-05-12,0
2189,2014-05-12,0
2190,2014-05-12,1
2191,2014-05-12,0
2192,2014-05-12,0
2193,2014-05-12,0
2194,2014-05-12,0
2195,2014-05-12,0
2196,2014-05-12,-1
2197,2014-05-09,0
2198,2014-05-09,0
2199,2014-05-09,0
2200,2014-05-07,-1
2201,2014-05-06,-1
2202,2014-05-06,-1
2203,2014-05-06,0
2204,2014-05-06,0
2205,2014-05-06,1
2206,2014-05-06,0
2207,2014-05-06,0
2208,2014-05-06,0
2209,2014-05-05,-1
2210,2014-05-05,0
2211,2014-05-05,0
2212,2014-05-05,0
2213,2014-05-02,-1
2214,2014-05-02,0
2215,2014-05-02,0
2216,2014-05-02,1
2217,2014-05-01,0
2218,2014-05-01,-1
2219,2014-05-01,1
2220,2014-05-01,0
2221,2014-05-01,0
2222,2014-05-01,0
2223,2014-04-30,0
2224,2014-04-30,0
2225,2014-04-30,0
2226,2014-04-30,0
2227,2014-04-30,0
2228,2014-04-30,0
2229,2014-04-29,1
2230,2014-04-29,0
2231,2014-04-29,-1
2232,2014-04-29,-1
2233,2014-04-29,0
2234,2014-04-29,0
2235,2014-04-29,0
2236,2014-04-28,0
2237,2014-04-28,0
2238,2014-04-28,-1
2239,2014-04-26,0
2240,2014-04-25,0
2241,2014-04-25,1
2242,2014-04-25,0
2243,2014-04-25,1
2244,2014-04-25,0
2245,2014-04-25,0
2246,2014-04-25,0
2247,2014-04-25,0
2248,2014-04-25,0
2249,2014-04-25,0
2250,2014-04-25,0
2251,2014-04-24,0
2252,2014-04-24,0
2253,2014-04-24,0
2254,2014-04-24,0
2255,2014-04-24,0
2256,2014-04-24,0
2257,2014-04-24,0
2258,2014-04-24,0
2259,2014-04-24,0
2260,2014-04-24,0
2261,2014-04-24,0
2262,2014-04-24,0
2263,2014-04-23,0
2264,2014-04-23,0
2265,2014-04-22,0
2266,2014-04-22,0
2267,2014-04-22,0
2268,2014-04-22,0
2269,2014-04-22,0
2270,2014-04-22,0
2271,2014-04-21,0
2272,2014-04-21,0
2273,2014-04-21,-1
2274,2014-04-21,-1
2275,2014-04-21,0
2276,2014-04-18,1
2277,2014-04-17,1
2278,2014-04-16,0
2279,2014-04-16,0
2280,2014-04-16,0
2281,2014-04-16,0
2282,2014-04-15,0
2283,2014-04-15,1
2284,2014-04-15,0
2285,2014-04-15,1
2286,2014-04-15,0
2287,2014-04-13,-1
2288,2014-04-10,0
2289,2014-04-10,0
2290,2014-04-09,0
2291,2014-04-08,0
2292,2014-04-08,0
2293,2014-04-08,0
2294,2014-04-08,0
2295,2014-04-08,0
2296,2014-04-08,0
2297,2014-04-08,0
2298,2014-04-08,0
2299,2014-04-08,0
2300,2014-04-07,-1
2301,2014-04-07,0
2302,2014-04-07,0
2303,2014-04-07,0
2304,2014-04-07,0
2305,2014-04-07,0
2306,2014-04-06,0
2307,2014-04-03,1
2308,2014-04-03,0
2309,2014-04-03,0
2310,2014-04-03,0
2311,2014-04-03,0
2312,2014-04-03,0
2313,2014-04-03,0
2314,2014-04-03,0
2315,2014-04-03,0
2316,2014-04-02,0
2317,2014-04-02,-1
2318,2014-04-02,0
2319,2014-04-02,0
2320,2014-04-01,0
2321,2014-03-31,0
2322,2014-03-31,0
2323,2014-03-31,0
2324,2014-03-31,0
2325,2014-03-31,0
2326,2014-03-28,0
2327,2014-03-28,0
2328,2014-03-28,0
2329,2014-03-27,0
2330,2014-03-27,0
2331,2014-03-27,0
2332,2014-03-27,0
2333,2014-03-27,1
2334,2014-03-27,0
2335,2014-03-26,0
2336,2014-03-26,0
2337,2014-03-26,0
2338,2014-03-25,0
2339,2014-03-25,0
2340,2014-03-24,-1
2341,2014-03-24,-1
2342,2014-03-21,0
2343,2014-03-21,0
2344,2014-03-20,0
2345,2014-03-20,0
2346,2014-03-20,0
2347,2014-03-19,0
2348,2014-03-19,0
2349,2014-03-19,0
2350,2014-03-19,0
2351,2014-03-18,-1
2352,2014-03-18,0
2353,2014-03-18,0
2354,2014-03-18,0
2355,2014-03-18,0
2356,2014-03-18,0
2357,2014-03-18,0
2358,2014-03-18,-1
2359,2014-03-18,0
2360,2014-03-17,0
2361,2014-03-17,0
2362,2014-03-17,0
2363,2014-03-17,0
2364,2014-03-17,0
2365,2014-03-17,0
2366,2014-03-16,0
2367,2014-03-14,0
2368,2014-03-14,0
2369,2014-03-14,0
2370,2014-03-14,0
2371,2014-03-13,0
2372,2014-03-13,0
2373,2014-03-12,0
2374,2014-03-12,0
2375,2014-03-12,0
2376,2014-03-12,0
2377,2014-03-12,0
2378,2014-03-12,0
2379,2014-03-12,0
2380,2014-03-11,1
2381,2014-03-11,1
2382,2014-03-11,0
2383,2014-03-10,0
2384,2014-03-10,0
2385,2014-03-10,0
2386,2014-03-10,0
2387,2014-03-10,0
2388,2014-03-10,0
2389,2014-03-10,0
2390,2014-03-09,0
2391,2014-03-05,0
2392,2014-03-05,0
2393,2014-03-04,-1
2394,2014-03-04,-1
